antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'GESTACAO_3.0', 'PESO_2.0', 'APGAR5_3.0', 'QTDFILMORT_0.0'})",frozenset({'CODOCUPMAE_2.0'}),0.6028862806923132,1.0,0.6028862806923132,1.0,1.0,1.0,0.0,inf,0.0,0.6028862806923132,0.0,0.8014431403461566
"frozenset({'GESTACAO_3.0', 'PESO_2.0', 'APGAR5_3.0', 'QTDFILMORT_0.0'})",frozenset({'PARTO_2.0'}),0.6028862806923132,1.0,0.6028862806923132,1.0,1.0,1.0,0.0,inf,0.0,0.6028862806923132,0.0,0.8014431403461566
"frozenset({'GESTACAO_3.0', 'CODOCUPMAE_2.0', 'APGAR5_3.0', 'PESO_2.0'})",frozenset({'PARTO_2.0'}),0.76906343678113,1.0,0.76906343678113,1.0,1.0,1.0,0.0,inf,0.0,0.76906343678113,0.0,0.884531718390565
"frozenset({'PARTO_2.0', 'GESTACAO_3.0', 'PESO_2.0', 'APGAR5_3.0'})",frozenset({'CODOCUPMAE_2.0'}),0.76906343678113,1.0,0.76906343678113,1.0,1.0,1.0,0.0,inf,0.0,0.76906343678113,0.0,0.884531718390565
"frozenset({'GESTACAO_3.0', 'RACACOR_4.0', 'APGAR5_3.0', 'MESPRENAT_1.0'})",frozenset({'CODOCUPMAE_2.0'}),0.7581299811648963,1.0,0.7581299811648963,1.0,1.0,1.0,0.0,inf,0.0,0.7581299811648963,0.0,0.8790649905824481
"frozenset({'GESTACAO_3.0', 'RACACOR_4.0', 'APGAR5_3.0', 'MESPRENAT_1.0'})",frozenset({'PARTO_2.0'}),0.7581299811648963,1.0,0.7581299811648963,1.0,1.0,1.0,0.0,inf,0.0,0.7581299811648963,0.0,0.8790649905824481
"frozenset({'GESTACAO_3.0', 'CONSULTAS_4.0', 'MESPRENAT_1.0', 'RACACOR_4.0', 'PESO_2.0'})","frozenset({'CODOCUPMAE_2.0', 'PARTO_2.0'})",0.607301350291243,1.0,0.607301350291243,1.0,1.0,1.0,0.0,inf,0.0,0.607301350291243,0.0,0.8036506751456215
frozenset({'RACACOR_4.0'}),frozenset({'CODOCUPMAE_2.0'}),0.9823131932890942,1.0,0.9823131932890942,1.0,1.0,1.0,0.0,inf,0.0,0.9823131932890943,0.0,0.991156596644547
frozenset({'RACACOR_4.0'}),frozenset({'PARTO_2.0'}),0.9823131932890942,1.0,0.9823131932890942,1.0,1.0,1.0,0.0,inf,0.0,0.9823131932890943,0.0,0.991156596644547
frozenset({'CODOCUPMAE_2.0'}),frozenset({'PARTO_2.0'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'PARTO_2.0'}),frozenset({'CODOCUPMAE_2.0'}),1.0,1.0,1.0,1.0,1.0,1.0,0.0,inf,0.0,1.0,0.0,1.0
frozenset({'QTDFILMORT_0.0'}),frozenset({'CODOCUPMAE_2.0'}),0.7788827031595223,1.0,0.7788827031595223,1.0,1.0,1.0,0.0,inf,0.0,0.7788827031595223,0.0,0.8894413515797612
frozenset({'QTDFILMORT_0.0'}),frozenset({'PARTO_2.0'}),0.7788827031595223,1.0,0.7788827031595223,1.0,1.0,1.0,0.0,inf,0.0,0.7788827031595223,0.0,0.8894413515797612
"frozenset({'GESTACAO_3.0', 'CODOCUPMAE_2.0', 'CONSULTAS_4.0', 'MESPRENAT_1.0', 'RACACOR_4.0', 'APGAR5_3.0', 'PESO_2.0'})",frozenset({'PARTO_2.0'}),0.6012036275576138,1.0,0.6012036275576138,1.0,1.0,1.0,0.0,inf,0.0,0.6012036275576138,0.0,0.8006018137788069
"frozenset({'GESTACAO_3.0', 'RACACOR_4.0', 'PESO_2.0', 'APGAR5_3.0'})",frozenset({'CODOCUPMAE_2.0'}),0.7555718936290357,1.0,0.7555718936290357,1.0,1.0,1.0,0.0,inf,0.0,0.7555718936290357,0.0,0.8777859468145178
"frozenset({'GESTACAO_3.0', 'RACACOR_4.0', 'PESO_2.0', 'APGAR5_3.0'})",frozenset({'PARTO_2.0'}),0.7555718936290357,1.0,0.7555718936290357,1.0,1.0,1.0,0.0,inf,0.0,0.7555718936290357,0.0,0.8777859468145178
"frozenset({'GESTACAO_3.0', 'CODOCUPMAE_2.0', 'APGAR5_3.0', 'MESPRENAT_1.0'})",frozenset({'PARTO_2.0'}),0.7714813032224324,1.0,0.7714813032224324,1.0,1.0,1.0,0.0,inf,0.0,0.7714813032224324,0.0,0.8857406516112162
"frozenset({'PARTO_2.0', 'GESTACAO_3.0', 'APGAR5_3.0', 'MESPRENAT_1.0'})",frozenset({'CODOCUPMAE_2.0'}),0.7714813032224324,1.0,0.7714813032224324,1.0,1.0,1.0,0.0,inf,0.0,0.7714813032224324,0.0,0.8857406516112162
"frozenset({'GESTACAO_3.0', 'APGAR5_3.0', 'MESPRENAT_1.0'})","frozenset({'CODOCUPMAE_2.0', 'PARTO_2.0'})",0.7714813032224324,1.0,0.7714813032224324,1.0,1.0,1.0,0.0,inf,0.0,0.7714813032224324,0.0,0.8857406516112162
"frozenset({'CONSULTAS_4.0', 'APGAR5_3.0'})",frozenset({'CODOCUPMAE_2.0'}),0.818193876506903,1.0,0.818193876506903,1.0,1.0,1.0,0.0,inf,0.0,0.818193876506903,0.0,0.9090969382534515
"frozenset({'CONSULTAS_4.0', 'APGAR5_3.0'})",frozenset({'PARTO_2.0'}),0.818193876506903,1.0,0.818193876506903,1.0,1.0,1.0,0.0,inf,0.0,0.818193876506903,0.0,0.9090969382534515
"frozenset({'GESTACAO_3.0', 'CODOCUPMAE_2.0', 'CONSULTAS_4.0', 'MESPRENAT_1.0', 'RACACOR_4.0', 'PESO_2.0'})",frozenset({'PARTO_2.0'}),0.607301350291243,1.0,0.607301350291243,1.0,1.0,1.0,0.0,inf,0.0,0.607301350291243,0.0,0.8036506751456215
"frozenset({'GESTACAO_3.0', 'CONSULTAS_4.0', 'MESPRENAT_1.0', 'RACACOR_4.0', 'PESO_2.0', 'PARTO_2.0'})",frozenset({'CODOCUPMAE_2.0'}),0.607301350291243,1.0,0.607301350291243,1.0,1.0,1.0,0.0,inf,0.0,0.607301350291243,0.0,0.8036506751456215
"frozenset({'GESTACAO_3.0', 'APGAR5_3.0', 'QTDFILMORT_0.0', 'MESPRENAT_1.0'})",frozenset({'CODOCUPMAE_2.0'}),0.6045803031049498,1.0,0.6045803031049498,1.0,1.0,1.0,0.0,inf,0.0,0.6045803031049498,0.0,0.802290151552475
"frozenset({'GESTACAO_3.0', 'APGAR5_3.0', 'QTDFILMORT_0.0', 'MESPRENAT_1.0'})",frozenset({'PARTO_2.0'}),0.6045803031049498,1.0,0.6045803031049498,1.0,1.0,1.0,0.0,inf,0.0,0.6045803031049498,0.0,0.802290151552475
"frozenset({'GESTACAO_3.0', 'RACACOR_4.0', 'CODOCUPMAE_2.0', 'APGAR5_3.0'})",frozenset({'PARTO_2.0'}),0.8391436659857733,1.0,0.8391436659857733,1.0,1.0,1.0,0.0,inf,0.0,0.8391436659857734,0.0,0.9195718329928866
"frozenset({'PARTO_2.0', 'GESTACAO_3.0', 'RACACOR_4.0', 'APGAR5_3.0'})",frozenset({'CODOCUPMAE_2.0'}),0.8391436659857733,1.0,0.8391436659857733,1.0,1.0,1.0,0.0,inf,0.0,0.8391436659857734,0.0,0.9195718329928866
"frozenset({'GESTACAO_3.0', 'RACACOR_4.0', 'APGAR5_3.0'})","frozenset({'CODOCUPMAE_2.0', 'PARTO_2.0'})",0.8391436659857733,1.0,0.8391436659857733,1.0,1.0,1.0,0.0,inf,0.0,0.8391436659857734,0.0,0.9195718329928866
"frozenset({'GESTACAO_3.0', 'PESO_2.0', 'APGAR5_3.0', 'MESPRENAT_1.0'})",frozenset({'PARTO_2.0'}),0.6949812217426071,1.0,0.6949812217426071,1.0,1.0,1.0,0.0,inf,0.0,0.6949812217426071,0.0,0.8474906108713036
"frozenset({'GESTACAO_3.0', 'RACACOR_4.0', 'APGAR5_3.0', 'QTDFILMORT_0.0'})",frozenset({'CODOCUPMAE_2.0'}),0.6575270304582956,1.0,0.6575270304582956,1.0,1.0,1.0,0.0,inf,0.0,0.6575270304582956,0.0,0.8287635152291478
"frozenset({'GESTACAO_3.0', 'RACACOR_4.0', 'APGAR5_3.0', 'QTDFILMORT_0.0'})",frozenset({'PARTO_2.0'}),0.6575270304582956,1.0,0.6575270304582956,1.0,1.0,1.0,0.0,inf,0.0,0.6575270304582956,0.0,0.8287635152291478
"frozenset({'CONSULTAS_4.0', 'APGAR5_3.0', 'QTDFILMORT_0.0'})","frozenset({'CODOCUPMAE_2.0', 'PARTO_2.0'})",0.6393058676843434,1.0,0.6393058676843434,1.0,1.0,1.0,0.0,inf,0.0,0.6393058676843435,0.0,0.8196529338421716
"frozenset({'GESTACAO_3.0', 'PESO_2.0', 'APGAR5_3.0', 'MESPRENAT_1.0'})",frozenset({'CODOCUPMAE_2.0'}),0.6949812217426071,1.0,0.6949812217426071,1.0,1.0,1.0,0.0,inf,0.0,0.6949812217426071,0.0,0.8474906108713036
"frozenset({'RACACOR_4.0', 'CONSULTAS_4.0', 'APGAR5_3.0', 'QTDFILMORT_0.0'})",frozenset({'CODOCUPMAE_2.0'}),0.6282700885666751,1.0,0.6282700885666751,1.0,1.0,1.0,0.0,inf,0.0,0.6282700885666752,0.0,0.8141350442833375
"frozenset({'GESTACAO_3.0', 'APGAR5_3.0'})",frozenset({'CODOCUPMAE_2.0'}),0.8541018459917611,1.0,0.8541018459917611,1.0,1.0,1.0,0.0,inf,0.0,0.8541018459917611,0.0,0.9270509229958805
"frozenset({'GESTACAO_3.0', 'APGAR5_3.0'})",frozenset({'PARTO_2.0'}),0.8541018459917611,1.0,0.8541018459917611,1.0,1.0,1.0,0.0,inf,0.0,0.8541018459917611,0.0,0.9270509229958805
"frozenset({'PESO_2.0', 'APGAR5_3.0'})",frozenset({'CODOCUPMAE_2.0'}),0.8404511329485465,1.0,0.8404511329485465,1.0,1.0,1.0,0.0,inf,0.0,0.8404511329485465,0.0,0.9202255664742732
"frozenset({'GESTACAO_3.0', 'MESPRENAT_1.0', 'RACACOR_4.0', 'APGAR5_3.0', 'PESO_2.0'})","frozenset({'CODOCUPMAE_2.0', 'PARTO_2.0'})",0.6829184178512823,1.0,0.6829184178512823,1.0,1.0,1.0,0.0,inf,0.0,0.6829184178512823,0.0,0.8414592089256412
"frozenset({'RACACOR_4.0', 'CONSULTAS_4.0', 'APGAR5_3.0', 'QTDFILMORT_0.0'})",frozenset({'PARTO_2.0'}),0.6282700885666751,1.0,0.6282700885666751,1.0,1.0,1.0,0.0,inf,0.0,0.6282700885666752,0.0,0.8141350442833375
"frozenset({'CONSULTAS_4.0', 'CODOCUPMAE_2.0', 'APGAR5_3.0', 'QTDFILMORT_0.0'})",frozenset({'PARTO_2.0'}),0.6393058676843434,1.0,0.6393058676843434,1.0,1.0,1.0,0.0,inf,0.0,0.6393058676843435,0.0,0.8196529338421716
"frozenset({'PARTO_2.0', 'CONSULTAS_4.0', 'APGAR5_3.0', 'QTDFILMORT_0.0'})",frozenset({'CODOCUPMAE_2.0'}),0.6393058676843434,1.0,0.6393058676843434,1.0,1.0,1.0,0.0,inf,0.0,0.6393058676843435,0.0,0.8196529338421716
"frozenset({'GESTACAO_3.0', 'CODOCUPMAE_2.0', 'APGAR5_3.0', 'QTDFILMORT_0.0'})",frozenset({'PARTO_2.0'}),0.668956944544452,1.0,0.668956944544452,1.0,1.0,1.0,0.0,inf,0.0,0.668956944544452,0.0,0.834478472272226
"frozenset({'PARTO_2.0', 'GESTACAO_3.0', 'APGAR5_3.0', 'QTDFILMORT_0.0'})",frozenset({'CODOCUPMAE_2.0'}),0.668956944544452,1.0,0.668956944544452,1.0,1.0,1.0,0.0,inf,0.0,0.668956944544452,0.0,0.834478472272226
"frozenset({'GESTACAO_3.0', 'APGAR5_3.0', 'QTDFILMORT_0.0'})","frozenset({'CODOCUPMAE_2.0', 'PARTO_2.0'})",0.668956944544452,1.0,0.668956944544452,1.0,1.0,1.0,0.0,inf,0.0,0.668956944544452,0.0,0.834478472272226
"frozenset({'RACACOR_4.0', 'PESO_2.0', 'APGAR5_3.0', 'MESPRENAT_1.0'})",frozenset({'CODOCUPMAE_2.0'}),0.7449833061102289,1.0,0.7449833061102289,1.0,1.0,1.0,0.0,inf,0.0,0.7449833061102289,0.0,0.8724916530551144
"frozenset({'PARTO_2.0', 'RACACOR_4.0', 'CONSULTAS_4.0', 'APGAR5_3.0'})",frozenset({'CODOCUPMAE_2.0'}),0.8037700525639616,1.0,0.8037700525639616,1.0,1.0,1.0,0.0,inf,0.0,0.8037700525639616,0.0,0.9018850262819809
"frozenset({'RACACOR_4.0', 'CONSULTAS_4.0', 'APGAR5_3.0'})","frozenset({'CODOCUPMAE_2.0', 'PARTO_2.0'})",0.8037700525639616,1.0,0.8037700525639616,1.0,1.0,1.0,0.0,inf,0.0,0.8037700525639616,0.0,0.9018850262819809
"frozenset({'RACACOR_4.0', 'PESO_2.0', 'APGAR5_3.0', 'MESPRENAT_1.0'})",frozenset({'PARTO_2.0'}),0.7449833061102289,1.0,0.7449833061102289,1.0,1.0,1.0,0.0,inf,0.0,0.7449833061102289,0.0,0.8724916530551144
"frozenset({'CODOCUPMAE_2.0', 'APGAR5_3.0', 'PESO_2.0', 'MESPRENAT_1.0'})",frozenset({'PARTO_2.0'}),0.7582550432222049,1.0,0.7582550432222049,1.0,1.0,1.0,0.0,inf,0.0,0.7582550432222049,0.0,0.8791275216111025
"frozenset({'CONSULTAS_4.0', 'CODOCUPMAE_2.0', 'APGAR5_3.0', 'MESPRENAT_1.0'})",frozenset({'PARTO_2.0'}),0.7647620599615719,1.0,0.7647620599615719,1.0,1.0,1.0,0.0,inf,0.0,0.7647620599615719,0.0,0.8823810299807859
"frozenset({'PARTO_2.0', 'CONSULTAS_4.0', 'APGAR5_3.0', 'MESPRENAT_1.0'})",frozenset({'CODOCUPMAE_2.0'}),0.7647620599615719,1.0,0.7647620599615719,1.0,1.0,1.0,0.0,inf,0.0,0.7647620599615719,0.0,0.8823810299807859
"frozenset({'CONSULTAS_4.0', 'APGAR5_3.0', 'MESPRENAT_1.0'})","frozenset({'CODOCUPMAE_2.0', 'PARTO_2.0'})",0.7647620599615719,1.0,0.7647620599615719,1.0,1.0,1.0,0.0,inf,0.0,0.7647620599615719,0.0,0.8823810299807859
"frozenset({'CONSULTAS_4.0', 'RACACOR_4.0', 'CODOCUPMAE_2.0', 'APGAR5_3.0'})",frozenset({'PARTO_2.0'}),0.8037700525639616,1.0,0.8037700525639616,1.0,1.0,1.0,0.0,inf,0.0,0.8037700525639616,0.0,0.9018850262819809
