antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"CODOCUPMAE_2.0, RACACOR_1.0, APGAR5_3.0, QTDFILMORT_0.0, CONSULTAS_4.0",PARTO_2.0,0.623227075795247,1.0,0.623227075795247,1.0,1.0,1.0,0.0,inf,0.0,0.6232270757952472,0.0,0.8116135378976235
"RACACOR_1.0, CODOCUPMAE_2.0, APGAR5_3.0, QTDFILMORT_0.0",PARTO_2.0,0.7024182517703975,1.0,0.7024182517703975,1.0,1.0,1.0,0.0,inf,0.0,0.7024182517703975,0.0,0.8512091258851988
"PARTO_2.0, RACACOR_1.0, APGAR5_3.0, QTDFILMORT_0.0",CODOCUPMAE_2.0,0.7024182517703975,1.0,0.7024182517703975,1.0,1.0,1.0,0.0,inf,0.0,0.7024182517703975,0.0,0.8512091258851988
"GESTACAO_3.0, APGAR5_3.0, QTDFILMORT_0.0, CONSULTAS_4.0, PARTO_2.0",CODOCUPMAE_2.0,0.6163105657860161,1.0,0.6163105657860161,1.0,1.0,1.0,0.0,inf,0.0,0.6163105657860161,0.0,0.8081552828930081
"RACACOR_1.0, CODOCUPMAE_2.0, CONSULTAS_4.0, QTDFILMORT_0.0",PARTO_2.0,0.6306017666915971,1.0,0.6306017666915971,1.0,1.0,1.0,0.0,inf,0.0,0.6306017666915971,0.0,0.8153008833457985
"PARTO_2.0, RACACOR_1.0, CONSULTAS_4.0, QTDFILMORT_0.0",CODOCUPMAE_2.0,0.6306017666915971,1.0,0.6306017666915971,1.0,1.0,1.0,0.0,inf,0.0,0.6306017666915971,0.0,0.8153008833457985
"RACACOR_1.0, CONSULTAS_4.0, QTDFILMORT_0.0","CODOCUPMAE_2.0, PARTO_2.0",0.6306017666915971,1.0,0.6306017666915971,1.0,1.0,1.0,0.0,inf,0.0,0.6306017666915971,0.0,0.8153008833457985
"GESTACAO_3.0, APGAR5_3.0, QTDFILMORT_0.0",PARTO_2.0,0.684522245355865,1.0,0.684522245355865,1.0,1.0,1.0,0.0,inf,0.0,0.684522245355865,0.0,0.8422611226779325
"CODOCUPMAE_2.0, APGAR5_3.0, QTDFILMORT_0.0",PARTO_2.0,0.7798407147621839,1.0,0.7798407147621839,1.0,1.0,1.0,0.0,inf,0.0,0.779840714762184,0.0,0.8899203573810919
"RACACOR_1.0, APGAR5_3.0, QTDFILMORT_0.0",PARTO_2.0,0.7024182517703975,1.0,0.7024182517703975,1.0,1.0,1.0,0.0,inf,0.0,0.7024182517703975,0.0,0.8512091258851988
"GESTACAO_3.0, CODOCUPMAE_2.0, QTDFILMORT_0.0, MESPRENAT_1.0",PARTO_2.0,0.6423931865806903,1.0,0.6423931865806903,1.0,1.0,1.0,0.0,inf,0.0,0.6423931865806904,0.0,0.8211965932903451
"GESTACAO_3.0, PARTO_2.0, QTDFILMORT_0.0, MESPRENAT_1.0",CODOCUPMAE_2.0,0.6423931865806903,1.0,0.6423931865806903,1.0,1.0,1.0,0.0,inf,0.0,0.6423931865806904,0.0,0.8211965932903451
"GESTACAO_3.0, QTDFILMORT_0.0, MESPRENAT_1.0","CODOCUPMAE_2.0, PARTO_2.0",0.6423931865806903,1.0,0.6423931865806903,1.0,1.0,1.0,0.0,inf,0.0,0.6423931865806904,0.0,0.8211965932903451
"CODOCUPMAE_2.0, ESTCIVMAE_2.0, APGAR5_3.0",PARTO_2.0,0.6022787761179951,1.0,0.6022787761179951,1.0,1.0,1.0,0.0,inf,0.0,0.6022787761179951,0.0,0.8011393880589975
"PARTO_2.0, ESTCIVMAE_2.0, APGAR5_3.0",CODOCUPMAE_2.0,0.6022787761179951,1.0,0.6022787761179951,1.0,1.0,1.0,0.0,inf,0.0,0.6022787761179951,0.0,0.8011393880589975
"ESTCIVMAE_2.0, APGAR5_3.0","CODOCUPMAE_2.0, PARTO_2.0",0.6022787761179951,1.0,0.6022787761179951,1.0,1.0,1.0,0.0,inf,0.0,0.6022787761179951,0.0,0.8011393880589975
"RACACOR_1.0, GESTACAO_3.0, CODOCUPMAE_2.0, QTDFILMORT_0.0",PARTO_2.0,0.62289017808413,1.0,0.62289017808413,1.0,1.0,1.0,0.0,inf,0.0,0.62289017808413,0.0,0.811445089042065
"GESTACAO_3.0, RACACOR_1.0, PARTO_2.0, QTDFILMORT_0.0",CODOCUPMAE_2.0,0.62289017808413,1.0,0.62289017808413,1.0,1.0,1.0,0.0,inf,0.0,0.62289017808413,0.0,0.811445089042065
"GESTACAO_3.0, RACACOR_1.0, QTDFILMORT_0.0","CODOCUPMAE_2.0, PARTO_2.0",0.62289017808413,1.0,0.62289017808413,1.0,1.0,1.0,0.0,inf,0.0,0.62289017808413,0.0,0.811445089042065
"APGAR5_3.0, QTDFILMORT_0.0, MESPRENAT_1.0",CODOCUPMAE_2.0,0.7246164419558934,1.0,0.7246164419558934,1.0,1.0,1.0,0.0,inf,0.0,0.7246164419558934,0.0,0.8623082209779467
